campaign_id,source_experiment_id,condition_id,shot_id,physical_replicate_id,source_role,collection_date,coffee_product,coffee_lot_id,roast_batch_id,grinder,burr_set,grind_setting,machine,basket,dose_g,nominal_temperature_program_id,nominal_flow_program_id,measurement_validity,exclusion_reason,source_id
FIT_2021_12,4,FIT-C04,FIT-E04-R2,2,SOURCE_FIT_DATA,2022-01-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,2,DE1,UNKNOWN,20,CONST-98C,CONST-1ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,4,FIT-C04,FIT-E04-R3,3,SOURCE_FIT_DATA,2022-01-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,2,DE1,UNKNOWN,20,CONST-98C,CONST-1ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,5,FIT-C05,FIT-E05-R1,1,SOURCE_FIT_DATA,2021-12-09,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.4,DE1,UNKNOWN,20,CONST-8C,CONST-3ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,5,FIT-C05,FIT-E05-R2,2,SOURCE_FIT_DATA,2021-12-09,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.4,DE1,UNKNOWN,20,CONST-8C,CONST-3ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,5,FIT-C05,FIT-E05-R3,3,SOURCE_FIT_DATA,2021-12-09,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.4,DE1,UNKNOWN,20,CONST-8C,CONST-3ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,6,FIT-C06,FIT-E06-R1,1,SOURCE_FIT_DATA,2021-12-09,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.4,DE1,UNKNOWN,20,CONST-98C,CONST-3ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,6,FIT-C06,FIT-E06-R2,2,SOURCE_FIT_DATA,2021-12-09,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.4,DE1,UNKNOWN,20,CONST-98C,CONST-3ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,6,FIT-C06,FIT-E06-R3,3,SOURCE_FIT_DATA,2021-12-09,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.4,DE1,UNKNOWN,20,CONST-98C,CONST-3ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,7,FIT-C07,FIT-E07-R1,1,SOURCE_FIT_DATA,2022-01-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,2,DE1,UNKNOWN,20,CONST-8C,CONST-3ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,7,FIT-C07,FIT-E07-R2,2,SOURCE_FIT_DATA,2022-01-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,2,DE1,UNKNOWN,20,CONST-8C,CONST-3ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,7,FIT-C07,FIT-E07-R3,3,SOURCE_FIT_DATA,2022-01-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,2,DE1,UNKNOWN,20,CONST-8C,CONST-3ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,8,FIT-C08,FIT-E08-R1,1,SOURCE_FIT_DATA,2022-01-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,2,DE1,UNKNOWN,20,CONST-98C,CONST-3ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,8,FIT-C08,FIT-E08-R2,2,SOURCE_FIT_DATA,2022-01-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,2,DE1,UNKNOWN,20,CONST-98C,CONST-3ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,8,FIT-C08,FIT-E08-R3,3,SOURCE_FIT_DATA,2022-01-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,2,DE1,UNKNOWN,20,CONST-98C,CONST-3ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,9,FIT-C09,FIT-E09-R1,1,SOURCE_FIT_DATA,2022-01-04,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.7,DE1,UNKNOWN,20,CONST-89C,CONST-2ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,9,FIT-C09,FIT-E09-R2,2,SOURCE_FIT_DATA,2022-01-04,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.7,DE1,UNKNOWN,20,CONST-89C,CONST-2ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,9,FIT-C09,FIT-E09-R3,3,SOURCE_FIT_DATA,2022-01-04,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.7,DE1,UNKNOWN,20,CONST-89C,CONST-2ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,10,FIT-C10,FIT-E10-R1,1,SOURCE_FIT_DATA,2021-12-07,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.7,DE1,UNKNOWN,20,CONST-89C,CONST-1ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,10,FIT-C10,FIT-E10-R2,2,SOURCE_FIT_DATA,2021-12-07,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.7,DE1,UNKNOWN,20,CONST-89C,CONST-1ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,10,FIT-C10,FIT-E10-R3,3,SOURCE_FIT_DATA,2021-12-07,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.7,DE1,UNKNOWN,20,CONST-89C,CONST-1ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,11,FIT-C11,FIT-E11-R1,1,SOURCE_FIT_DATA,2021-12-07,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.7,DE1,UNKNOWN,20,CONST-89C,CONST-3ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,11,FIT-C11,FIT-E11-R2,2,SOURCE_FIT_DATA,2021-12-07,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.7,DE1,UNKNOWN,20,CONST-89C,CONST-3ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,11,FIT-C11,FIT-E11-R3,3,SOURCE_FIT_DATA,2021-12-07,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.7,DE1,UNKNOWN,20,CONST-89C,CONST-3ML_S,VALID_WITH_DECLARED_FRACTION_EXCLUSIONS,SEE_EXCLUSION_REGISTER,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,12,FIT-C12,FIT-E12-R1,1,SOURCE_FIT_DATA,2021-12-06,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.4,DE1,UNKNOWN,20,CONST-89C,CONST-2ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,12,FIT-C12,FIT-E12-R2,2,SOURCE_FIT_DATA,2021-12-06,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.4,DE1,UNKNOWN,20,CONST-89C,CONST-2ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,12,FIT-C12,FIT-E12-R3,3,SOURCE_FIT_DATA,2021-12-06,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.4,DE1,UNKNOWN,20,CONST-89C,CONST-2ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,13,FIT-C13,FIT-E13-R1,1,SOURCE_FIT_DATA,2022-01-04,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,2,DE1,UNKNOWN,20,CONST-89C,CONST-2ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,13,FIT-C13,FIT-E13-R2,2,SOURCE_FIT_DATA,2022-01-04,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,2,DE1,UNKNOWN,20,CONST-89C,CONST-2ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,13,FIT-C13,FIT-E13-R3,3,SOURCE_FIT_DATA,2022-01-04,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,2,DE1,UNKNOWN,20,CONST-89C,CONST-2ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,14,FIT-C14,FIT-E14-R1,1,SOURCE_FIT_DATA,2021-12-07,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.7,DE1,UNKNOWN,20,CONST-8C,CONST-2ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,14,FIT-C14,FIT-E14-R2,2,SOURCE_FIT_DATA,2021-12-07,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.7,DE1,UNKNOWN,20,CONST-8C,CONST-2ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,14,FIT-C14,FIT-E14-R3,3,SOURCE_FIT_DATA,2021-12-07,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.7,DE1,UNKNOWN,20,CONST-8C,CONST-2ML_S,VALID_WITH_DECLARED_FRACTION_EXCLUSIONS,SEE_EXCLUSION_REGISTER,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,15,FIT-C15,FIT-E15-R1,1,SOURCE_FIT_DATA,2021-12-08,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.7,DE1,UNKNOWN,20,CONST-98C,CONST-2ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,15,FIT-C15,FIT-E15-R2,2,SOURCE_FIT_DATA,2021-12-08,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.7,DE1,UNKNOWN,20,CONST-98C,CONST-2ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
FIT_2021_12,15,FIT-C15,FIT-E15-R3,3,SOURCE_FIT_DATA,2021-12-08,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNKNOWN,E65S,UNKNOWN,1.7,DE1,UNKNOWN,20,CONST-98C,CONST-2ML_S,VALID,,P24-MAT-FIT;P24-DOE-FIT
PREDICTION_2022_03,1,PRED-C01,PRED-E01-R1,1,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,86-86C,SOURCE_PROGRAM_E01,VALID,,P24-MAT-PRED;P24-DOE-PRED
PREDICTION_2022_03,1,PRED-C01,PRED-E01-R2,2,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,86-86C,SOURCE_PROGRAM_E01,VALID,,P24-MAT-PRED;P24-DOE-PRED
PREDICTION_2022_03,1,PRED-C01,PRED-E01-R3,3,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,86-86C,SOURCE_PROGRAM_E01,VALID,,P24-MAT-PRED;P24-DOE-PRED
PREDICTION_2022_03,2,PRED-C02,PRED-E02-R1,1,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,92-92C,SOURCE_PROGRAM_E02,VALID,,P24-MAT-PRED;P24-DOE-PRED
PREDICTION_2022_03,2,PRED-C02,PRED-E02-R2,2,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,92-92C,SOURCE_PROGRAM_E02,VALID,,P24-MAT-PRED;P24-DOE-PRED
PREDICTION_2022_03,2,PRED-C02,PRED-E02-R3,3,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,92-92C,SOURCE_PROGRAM_E02,VALID,,P24-MAT-PRED;P24-DOE-PRED
PREDICTION_2022_03,3,PRED-C03,PRED-E03-R1,1,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,88-93C,SOURCE_PROGRAM_E03,VALID,,P24-MAT-PRED;P24-DOE-PRED
PREDICTION_2022_03,3,PRED-C03,PRED-E03-R2,2,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,88-93C,SOURCE_PROGRAM_E03,VALID,,P24-MAT-PRED;P24-DOE-PRED
PREDICTION_2022_03,3,PRED-C03,PRED-E03-R3,3,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,88-93C,SOURCE_PROGRAM_E03,VALID,,P24-MAT-PRED;P24-DOE-PRED
PREDICTION_2022_03,4,PRED-C04,PRED-E04-R1,1,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,93-88C,SOURCE_PROGRAM_E04,VALID,,P24-MAT-PRED;P24-DOE-PRED
PREDICTION_2022_03,4,PRED-C04,PRED-E04-R2,2,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,93-88C,SOURCE_PROGRAM_E04,VALID,,P24-MAT-PRED;P24-DOE-PRED
PREDICTION_2022_03,4,PRED-C04,PRED-E04-R3,3,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,93-88C,SOURCE_PROGRAM_E04,VALID,,P24-MAT-PRED;P24-DOE-PRED
PREDICTION_2022_03,5,PRED-C05,PRED-E05-R1,1,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,9-9C,SOURCE_PROGRAM_E05,VALID,,P24-MAT-PRED;P24-DOE-PRED
PREDICTION_2022_03,5,PRED-C05,PRED-E05-R2,2,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,9-9C,SOURCE_PROGRAM_E05,VALID,,P24-MAT-PRED;P24-DOE-PRED
PREDICTION_2022_03,5,PRED-C05,PRED-E05-R3,3,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,9-9C,SOURCE_PROGRAM_E05,VALID,,P24-MAT-PRED;P24-DOE-PRED
PREDICTION_2022_03,6,PRED-C06,PRED-E06-R1,1,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,9-9C,SOURCE_PROGRAM_E06,VALID,,P24-MAT-PRED;P24-DOE-PRED
PREDICTION_2022_03,6,PRED-C06,PRED-E06-R2,2,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,9-9C,SOURCE_PROGRAM_E06,VALID,,P24-MAT-PRED;P24-DOE-PRED
PREDICTION_2022_03,6,PRED-C06,PRED-E06-R3,3,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,9-9C,SOURCE_PROGRAM_E06,VALID,,P24-MAT-PRED;P24-DOE-PRED
PREDICTION_2022_03,7,PRED-C07,PRED-E07-R1,1,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,9-9C,SOURCE_PROGRAM_E07,VALID,,P24-MAT-PRED;P24-DOE-PRED
PREDICTION_2022_03,7,PRED-C07,PRED-E07-R2,2,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,9-9C,SOURCE_PROGRAM_E07,VALID,,P24-MAT-PRED;P24-DOE-PRED
PREDICTION_2022_03,7,PRED-C07,PRED-E07-R3,3,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,9-9C,SOURCE_PROGRAM_E07,VALID,,P24-MAT-PRED;P24-DOE-PRED
PREDICTION_2022_03,8,PRED-C08,PRED-E08-R1,1,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,9-9C,SOURCE_PROGRAM_E08,VALID,,P24-MAT-PRED;P24-DOE-PRED
PREDICTION_2022_03,8,PRED-C08,PRED-E08-R2,2,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,9-9C,SOURCE_PROGRAM_E08,VALID,,P24-MAT-PRED;P24-DOE-PRED
PREDICTION_2022_03,8,PRED-C08,PRED-E08-R3,3,SOURCE_DESIGNATED_PREDICTION,2022-03,SOURCE_COMMERCIAL_PRODUCT,UNKNOWN,UNRESOLVED_POTENTIALLY_DIFFERENT,E65S,UNKNOWN,2,DE1,UNKNOWN,20,9-9C,SOURCE_PROGRAM_E08,VALID,,P24-MAT-PRED;P24-DOE-PRED
